method,source,model_key,output_len_bucket,batch_size,num_requests,num_completed,num_failed,status,median_ttft_s,p95_ttft_s,p99_ttft_s,median_e2e_s,p95_e2e_s,p99_e2e_s,median_tpot_ms,p95_tpot_ms,p99_tpot_ms,gpu_peak_memory_gb,decode_throughput_tok_s,request_throughput_req_s,output_label,model_label
InfiniGen (sim.),simulated_placeholder,qwen3_8b,2048,1,32,32,0,ok,1.6849502997398376,1.6962126190423965,1.7029874150848388,50.9651074924469,53.71404415407181,54.15595109277725,23.290042657064816,24.58047559596762,24.78706278749134,35.206734374999996,38.80269747689595,0.0189466296273906,out2k,Qwen3-8B
KVCore (sim.),simulated_placeholder,qwen3_8b,2048,1,32,32,0,ok,1.5600740249156952,1.5705016629338264,1.5767743603134154,42.51061536169052,44.803536829447744,45.17213677598476,17.841584193048444,18.830134032304894,18.988392341447913,31.75509375,45.26981372304527,0.022104401231955697,out2k,Qwen3-8B
InfiniGen (sim.),simulated_placeholder,qwen3_8b,2048,8,32,32,0,ok,13.394219870710373,13.59775159772873,13.617180545462608,86.00382985515594,86.16405019111633,86.16405019111633,34.82564765217832,39.73061602163967,39.80808839741484,34.47335625,195.2629609166081,0.09534324263506255,out2k,Qwen3-8B
KVCore (sim.),simulated_placeholder,qwen3_8b,2048,8,32,32,0,ok,12.388673042273522,12.576924993047715,12.594895347674846,71.52194668536187,71.65518808107376,71.65518808107376,26.537058673815782,30.274632622579507,30.333666384193332,31.080309375,234.31555309992967,0.11441189116207504,out2k,Qwen3-8B
InfiniGen (sim.),simulated_placeholder,qwen3_8b,2048,16,32,32,0,ok,26.749281075239182,26.900280355625153,26.918201171705245,172.76500957832337,172.92479511566162,172.92479511566162,70.03816570103547,80.07455505340577,80.47984053275965,34.345540625,203.03774787873107,0.09913952533141165,out2k,Qwen3-8B
KVCore (sim.),simulated_placeholder,qwen3_8b,2048,16,32,32,0,ok,24.71534956490994,24.85486733319283,24.871425506575587,143.2387861899376,143.37126374702453,143.37126374702453,53.08155716289004,60.68808382994964,60.99524756167048,30.951712500000003,249.7686581047882,0.12195735259022861,out2k,Qwen3-8B
InfiniGen (sim.),simulated_placeholder,qwen3_8b,2048,24,48,48,0,ok,108.13511181263922,224.90201465873716,288.8166591275224,309.2110098148346,311.0530192790985,311.0530192790985,99.52541303995707,143.27542879709569,144.93610795997907,25.2590625,177.59612615993478,0.08671685847653066,out2k,Qwen3-8B
KVCore (sim.),simulated_placeholder,qwen3_8b,2048,24,48,48,0,ok,99.80829980356694,207.58371013088228,266.5766855858102,255.58131198778153,257.10384249486924,257.10384249486924,75.01743310072042,107.99407474398554,109.24581421632864,22.753203125000002,223.34058289809977,0.10905301899321278,out2k,Qwen3-8B
InfiniGen (sim.),simulated_placeholder,qwen3_8b,6144,1,32,32,0,ok,1.6742297863960265,1.6869239718437194,1.7044212942790984,151.2409843969345,153.41100673527717,154.5179930126953,23.46023413290055,23.80080362435915,23.97519100642682,34.71696484375,41.81792478647319,0.006806302862381705,out6k,Qwen3-8B
KVCore (sim.),simulated_placeholder,qwen3_8b,6144,1,32,32,0,ok,1.5481371665000916,1.5598753045082092,1.5760548369693756,125.67912787914277,127.48238587861061,128.4022758837891,17.852665974304806,18.11183105073184,18.244535595134554,31.29657421875,51.14919725948788,0.008325064658119772,out6k,Qwen3-8B
InfiniGen (sim.),simulated_placeholder,qwen3_8b,6144,8,32,32,0,ok,13.30582864713669,13.409738754177093,13.427596004180907,248.77434367828369,250.95296246776581,250.95296246776581,37.27231241828861,38.69111240532273,38.95034754466685,32.1229453125,212.80150639995156,0.03463566184895045,out6k,Qwen3-8B
KVCore (sim.),simulated_placeholder,qwen3_8b,6144,8,32,32,0,ok,12.290882790565492,12.386866812324525,12.403361941833497,206.10051658172608,207.90542319431307,207.90542319431307,28.210024693057644,29.283861545989353,29.480066965179216,28.9456015625,266.420783603089,0.04336275774789859,out6k,Qwen3-8B
InfiniGen (sim.),simulated_placeholder,qwen3_8b,6144,16,32,32,0,ok,15.105891533374786,513.1873044186688,516.4225432061005,653.3150335731507,655.1271764547348,655.1271764547348,99.97245126195166,101.75768210136908,102.10524375151563,27.563478125,169.22478161279497,0.02754309596562418,out6k,Qwen3-8B
KVCore (sim.),simulated_placeholder,qwen3_8b,6144,16,32,32,0,ok,13.939021658420565,473.54563186911594,476.530961363144,539.5875348243713,541.0842242620469,541.0842242620469,75.2501997676168,76.59395972950342,76.8555726366088,24.826290625000002,216.3023524374071,0.03520546100869256,out6k,Qwen3-8B
InfiniGen (sim.),simulated_placeholder,qwen3_8b,6144,24,48,48,0,ok,17.031144464530986,578.5932660516701,582.2408375335826,735.0272049191846,737.0659982251951,737.0659982251951,112.3474061846531,114.35361941357421,114.74420351339697,29.650309875000005,190.24951058376178,0.030965089613242472,out6k,Qwen3-8B
KVCore (sim.),simulated_placeholder,qwen3_8b,6144,24,48,48,0,ok,15.699019624159767,533.3374428869895,536.6997123101822,605.1933396628043,606.872004236699,606.872004236699,84.09370205504727,85.5953824521407,85.88774045161199,26.694147375000004,247.7349742133876,0.04032144762587688,out6k,Qwen3-8B
